customer;state;customer lifetime value;gender;income;monthly premium auto;policy type;total claim amount;vehicle class
YX67409;California;8058.65971;M;25595;101;Personal Auto;484.8;SUV
XR85926;Oregon;8012.36586;M;58058;67;Personal Auto;355.198918;Four-Door Car
MJ54807;Nevada;16473.169;M;22828;106;Personal Auto;508.8;SUV
IC94434;California;8257.66651;F;23815;73;Corporate Auto;424.330166;Four-Door Car
ZX56541;California;4954.2921;M;45329;65;Personal Auto;312;Two-Door Car
RI76571;Washington;43026.5214;M;59349;119;Personal Auto;222.032326;SUV
YL78930;Oregon;3794.96461;M;19794;105;Personal Auto;504;Four-Door Car
ZX17330;Arizona;2537.3832;M;92401;64;Personal Auto;50.359627;Four-Door Car
KH93541;Nevada;7786.67638;F;83000;97;Corporate Auto;378.5566;Four-Door Car
UG12132;Washington;5256.92317;F;77693;65;Personal Auto;225.045919;Four-Door Car
BV35683;Arizona;8256.297;F;62902;69;Personal Auto;159.383042;Two-Door Car
HB70063;Washington;4312.76979;M;43386;111;Personal Auto;413.002348;SUV
CR59224;California;5556.9145;M;29120;72;Corporate Auto;345.6;Two-Door Car
RH97231;Washington;8693.99558;M;48893;110;Personal Auto;787.88953;SUV
FY67942;California;11830.9519;F;92931;146;Personal Auto;503.144025;SUV
HG68775;Washington;4506.485;F;15462;115;Corporate Auto;611.941558;Four-Door Car
IH17933;Washington;4462.44511;M;70088;112;Personal Auto;536.481665;SUV
NE67816;Oregon;2515.259;M;25558;63;Personal Auto;453.6;Four-Door Car
LM12349;Washington;12282.8408;F;36328;155;Corporate Auto;388.148089;SUV
XZ62712;Washington;44468.023;F;32948;127;Personal Auto;1428.972913;SUV
SL70555;California;8184.58599;M;69114;103;Personal Auto;162.199584;SUV
XI31845;Oregon;16007.9495;F;45302;133;Personal Auto;638.4;SUV
XU57332;California;8736.50124;F;53173;112;Personal Auto;1169.409787;SUV
SJ87108;Arizona;4334.06409;F;23904;123;Corporate Auto;590.4;SUV
PL33465;Arizona;4376.36359;F;63774;111;Personal Auto;60.036683;Four-Door Car
XL80761;California;9294.08871;M;67544;116;Corporate Auto;556.8;SUV
SB41594;California;2543.00394;M;26691;65;Personal Auto;312;Four-Door Car
KT46283;California;4686.46967;M;58089;118;Corporate Auto;566.4;SUV
JB11283;California;12743.3517;M;99583;64;Personal Auto;99.674341;Four-Door Car
QS81789;Oregon;25107.0981;F;24410;73;Corporate Auto;350.4;Four-Door Car
FP78531;California;13432.0028;F;68956;118;Personal Auto;118.538444;SUV
WJ88394;Nevada;8653.30232;F;20588;113;Personal Auto;586.390393;SUV
LH94971;Oregon;7057.88881;M;37840;90;Corporate Auto;432;Four-Door Car
VW34309;Oregon;5906.94023;F;43440;74;Personal Auto;128.21198;Four-Door Car
XH47320;Nevada;2937.42453;F;83195;73;Personal Auto;332.693627;Two-Door Car
VY32314;Oregon;4268.61882;M;43209;110;Personal Auto;528;Sports Car
TF65501;California;4601.91375;F;37308;115;Personal Auto;552;SUV
EO24423;Arizona;2404.63376;M;22239;62;Personal Auto;297.6;Four-Door Car
LA79102;California;7638.44281;F;66106;95;Personal Auto;250.323257;Two-Door Car
FT74388;Nevada;4623.62481;M;97065;117;Personal Auto;561.6;SUV
ZE59592;Oregon;5470.18175;M;24910;69;Personal Auto;746.107437;Two-Door Car
JU64043;Oregon;4999.3458;M;49414;68;Personal Auto;159.631303;Four-Door Car
TR96772;Arizona;15956.5187;F;61148;132;Personal Auto;98.206649;Sports Car
DQ35195;Arizona;9275.68145;F;52494;119;Corporate Auto;571.2;Two-Door Car
No74162;Arizona;7595.33523;M;20538;104;Personal Auto;499.2;SUV
HQ16068;Washington;24636.9671;M;73716;103;Special Auto;162.662641;Sports Car
QM78112;Washington;2810.46444;M;26790;71;Personal Auto;340.8;Two-Door Car
NM51858;Oregon;4668.04315;M;53252;117;Personal Auto;561.6;SUV
ZL37444;California;10972.0677;M;24164;137;Personal Auto;657.6;Sports Car
CI60365;California;34611.3789;F;20090;109;Special Auto;523.2;Sports Car
IX45386;Arizona;2478.83359;M;81721;63;Personal Auto;133.90029;Four-Door Car
ZO29478;Washington;26197.4149;F;18495;113;Personal Auto;542.4;SUV
NG34818;California;6282.07964;M;42314;80;Personal Auto;56.39419;Four-Door Car
EE95568;California;10954.3835;F;89892;135;Personal Auto;526.248798;SUV
OI68331;California;5207.19749;F;21576;65;Personal Auto;312;Four-Door Car
PW95813;Oregon;2886.4516;F;10312;78;Personal Auto;486.278557;Four-Door Car
LM50087;Arizona;2483.64239;F;50632;62;Corporate Auto;54.961039;Two-Door Car
KA62636;Oregon;4928.0014;M;97917;67;Personal Auto;279.184512;Two-Door Car
VG85511;Arizona;8759.59251;M;28280;116;Personal Auto;556.8;Sports Car
GT18023;California;11281.5245;F;86195;139;Special Auto;601.667902;SUV
VI35467;Nevada;4315.67;F;89797;106;Personal Auto;70.958361;SUV
AA34092;California;28799.9541;M;33635;240;Personal Auto;1152;Luxury SUV
GQ15708;Oregon;14503.0212;M;29790;194;Personal Auto;931.2;Luxury SUV
JR72064;Arizona;8270.62533;M;44656;70;Personal Auto;336;Two-Door Car
AN79079;Arizona;12731.9516;M;40870;105;Personal Auto;504;SUV
QJ90136;California;10455.4898;F;28363;133;Personal Auto;638.4;Sports Car
OS95734;California;7074.3981;F;94508;88;Personal Auto;491.384479;Four-Door Car
ON63161;Oregon;8583.27285;F;18017;114;Personal Auto;547.2;Four-Door Car
XE59612;Nevada;7185.67371;M;63741;91;Corporate Auto;36.980596;Four-Door Car
VZ39362;Oregon;9060.20452;F;57078;113;Personal Auto;542.4;Sports Car
YO29244;Oregon;7995.4109;F;25239;100;Personal Auto;150.96491;SUV
TN85931;Oregon;5897.55542;F;29227;74;Special Auto;421.19002;Two-Door Car
PP92749;California;3939.0063;F;60021;99;Special Auto;882.871945;Four-Door Car
JQ93340;Nevada;5459.21679;M;83208;68;Special Auto;325.866271;Four-Door Car
LN20978;Oregon;10721.6107;F;25983;90;Corporate Auto;432;Four-Door Car
ZD59913;Oregon;2491.2576;F;25965;65;Corporate Auto;329.206567;Four-Door Car
BG80246;Arizona;5570.1775;F;22679;72;Personal Auto;345.6;Two-Door Car
VP48253;Arizona;5100.7378;M;41186;70;Personal Auto;242.320409;Four-Door Car
ZD29731;California;4656.66506;M;29070;61;Personal Auto;292.8;Two-Door Car
WN69789;California;2526.72902;F;33485;63;Personal Auto;343.705799;Four-Door Car
LZ39487;Washington;5122.71892;F;58206;64;Personal Auto;454.188803;Four-Door Car
GO42840;Oregon;2483.54488;M;87492;62;Personal Auto;264.461805;Two-Door Car
ED90879;Nevada;7325.9173;M;20757;102;Corporate Auto;216.4268;Four-Door Car
SS69401;Oregon;4841.05753;F;23449;61;Corporate Auto;292.8;Four-Door Car
WX14028;Nevada;32450.3914;F;60455;104;Personal Auto;499.2;SUV
QF21628;California;3095.62712;M;53588;77;Personal Auto;369.6;Four-Door Car
OR40901;California;12731.9516;M;40870;105;Corporate Auto;504;SUV
PA14842;Washington;2906.89331;F;45128;72;Special Auto;66.667784;Four-Door Car
SA45648;California;10628.0641;M;90874;137;Personal Auto;459.785009;SUV
IQ37561;Arizona;7590.96128;F;52823;95;Personal Auto;125.768818;Two-Door Car
TP34946;California;5108.03875;M;26784;67;Corporate Auto;482.4;Four-Door Car
TL20040;Oregon;13989.8469;M;22354;118;Personal Auto;775.526054;SUV
JM96431;Oregon;3115.70493;M;54420;80;Personal Auto;576;Four-Door Car
LN10007;Oregon;13369.4426;F;50800;112;Corporate Auto;621.218119;Sports Car
XS30210;Arizona;10359.0198;M;84583;65;Corporate Auto;238.868659;Four-Door Car
UD27331;Nevada;3241.8384;M;33701;88;Personal Auto;460.815578;Four-Door Car
WG50184;Arizona;5332.46269;F;68931;66;Corporate Auto;309.577946;Four-Door Car
ER24015;Arizona;6930.62542;M;29318;198;Personal Auto;1386.824722;SUV
SG71810;Oregon;11610.2543;F;41503;73;Personal Auto;15.001594;Two-Door Car
RD15786;Oregon;2300.69154;M;25905;63;Personal Auto;302.4;Four-Door Car
CR12479;Nevada;2868.59886;F;40046;73;Personal Auto;118.509791;Four-Door Car
AW36627;California;4428.03158;F;58577;110;Personal Auto;303.872752;SUV
UD31660;California;4061.59021;M;70129;103;Personal Auto;130.495798;Four-Door Car
QL18084;Nevada;18504.28;M;91268;229;Corporate Auto;737.737825;Luxury Car
DJ11965;California;4904.89473;F;12902;139;Personal Auto;667.2;Sports Car
LT16517;Oregon;10827.8727;F;62053;134;Personal Auto;614.03209;SUV
JG77605;Nevada;5745.12154;F;30389;73;Personal Auto;278.932051;Four-Door Car
PD94851;Nevada;2423.25977;M;15585;65;Personal Auto;67.618365;Two-Door Car
NK27819;Arizona;5926.72937;M;23091;96;Personal Auto;460.8;Four-Door Car
PL28709;California;4605.03664;F;22571;63;Personal Auto;302.4;Four-Door Car
NA39347;California;5824.22419;M;73976;73;Personal Auto;338.529369;Four-Door Car
SI32097;Oregon;6889.616;F;30814;87;Personal Auto;417.6;Four-Door Car
JD50909;Arizona;3008.09911;F;80681;74;Corporate Auto;355.2;Four-Door Car
FB55024;Oregon;3286.17194;F;60934;82;Personal Auto;393.6;Two-Door Car
EA23961;California;5166.19027;F;80797;64;Personal Auto;300.940297;Four-Door Car
RQ78687;Oregon;2945.99887;M;89410;74;Personal Auto;95.997363;Four-Door Car
ZE42703;Nevada;4863.47081;M;52728;127;Corporate Auto;609.6;SUV
LZ34164;Nevada;4892.61712;F;43199;61;Personal Auto;334.007478;Four-Door Car
CO44659;Arizona;3337.5944;F;43510;83;Personal Auto;238.088581;Four-Door Car
YQ53901;Washington;5246.27837;F;28909;66;Personal Auto;456.702735;Two-Door Car
GH90738;Oregon;3580.07612;F;71176;91;Personal Auto;278.072755;Two-Door Car
FK10455;California;9802.5485;M;84429;123;Personal Auto;115.07234;SUV
GJ77362;California;4825.65194;M;61613;61;Special Auto;40.562432;Four-Door Car
WJ26538;California;3203.30369;M;68370;80;Personal Auto;244.158446;Four-Door Car
IN67175;California;5659.13993;F;52389;72;Personal Auto;345.6;Four-Door Car
LA52988;Oregon;4144.86893;F;64478;103;Personal Auto;8.281829;SUV
ZH89968;Washington;13770.9761;F;59207;116;Personal Auto;556.8;Four-Door Car
YA17061;Nevada;3716.47965;F;17162;96;Corporate Auto;460.8;Four-Door Car
XL58577;California;12168.7449;M;14973;115;Personal Auto;828;SUV
WJ57919;California;2674.73071;M;56342;69;Special Auto;331.2;Four-Door Car
FG77231;Oregon;12741.8475;F;73054;106;Personal Auto;419.365958;SUV
UH32376;Nevada;4037.54725;M;21586;106;Personal Auto;1056.291709;Two-Door Car
WA67245;Oregon;22093.6161;F;24193;185;Personal Auto;785.367947;Sports Car
GT65478;Oregon;8217.42759;F;84815;68;Personal Auto;279.996658;Four-Door Car
SZ35936;Oregon;26197.4149;F;18495;113;Corporate Auto;542.4;SUV
AT41276;California;8110.53605;M;36554;70;Personal Auto;433.38842;Two-Door Car
PU88199;Oregon;8819.01893;M;99845;110;Corporate Auto;528;SUV
KQ36942;California;3896.57271;M;10853;104;Corporate Auto;350.306385;SUV
LN62857;California;6005.02731;F;23749;77;Personal Auto;151.550875;Four-Door Car
WC83553;Oregon;4874.21655;M;92783;61;Personal Auto;6.671268;Two-Door Car
CB95310;Arizona;2747.42966;F;83502;68;Personal Auto;368.963633;Four-Door Car
YY71144;Oregon;8717.04983;M;83846;74;Personal Auto;355.2;Four-Door Car
TP96247;Oregon;4099.65908;F;18606;110;Personal Auto;568.844905;SUV
HC16500;Arizona;8189.96771;M;72191;68;Personal Auto;209.387509;Four-Door Car
AM29546;Oregon;5225.0314;M;57733;66;Personal Auto;393.528054;Two-Door Car
ZM31116;Arizona;7949.2842;M;63688;99;Personal Auto;475.2;Four-Door Car
VG40704;California;3135.4056;F;55855;79;Personal Auto;272.9955;Four-Door Car
PJ73790;Oregon;3939.0063;F;60021;99;Special Auto;882.871945;Four-Door Car
HW97280;California;19483.2401;M;74300;122;Personal Auto;354.55391;SUV
CC16034;Oregon;17103.7917;F;51747;71;Personal Auto;340.8;Four-Door Car
YA83600;Arizona;2753.31271;F;28887;73;Personal Auto;425.81795;Four-Door Car
XJ52902;Nevada;2756.47258;M;43540;70;Corporate Auto;117.585017;Two-Door Car
EI89831;Nevada;7743.91842;F;96961;64;Corporate Auto;81.377259;Two-Door Car
ZY57929;Arizona;8169.74608;F;32799;104;Personal Auto;499.2;SUV
WD38067;California;10656.8819;F;72540;88;Personal Auto;631.743039;Two-Door Car
NQ45562;California;7092.63563;M;35173;180;Personal Auto;415.331869;Sports Car
RU75129;Washington;2777.34188;F;65431;69;Personal Auto;331.2;Four-Door Car
GF12712;California;9559.34002;F;40672;121;Corporate Auto;580.8;SUV
QQ26855;California;8879.79001;F;52583;113;Personal Auto;528.20086;SUV
ZJ90079;Arizona;5525.47;F;64816;69;Corporate Auto;331.2;Four-Door Car
CE75354;California;5923.2;F;36685;74;Corporate Auto;355.2;Four-Door Car
ZZ42291;California;40235.973;F;77143;125;Personal Auto;176.006384;SUV
EI57866;Arizona;2584.82432;M;60942;64;Special Auto;288.205261;Two-Door Car
PL18921;Oregon;11981.9848;F;21514;62;Personal Auto;257.248789;Two-Door Car
SR71068;Washington;3933.81399;M;25927;103;Personal Auto;674.973614;SUV
JM47657;Oregon;2491.2576;F;25965;65;Personal Auto;329.206567;Four-Door Car
JZ54775;Arizona;7431.66436;F;27688;92;Personal Auto;572.352362;Four-Door Car
LO57469;Oregon;7865.18289;F;75490;97;Corporate Auto;43.084332;Four-Door Car
DA99797;Oregon;15978.9104;F;33871;136;Personal Auto;933.624655;SUV
YV97407;California;8661.73588;M;85470;109;Personal Auto;523.2;SUV
UQ71296;Washington;5625.30776;M;97095;70;Personal Auto;208.035411;Four-Door Car
LY14687;Washington;4592.15037;F;73604;114;Personal Auto;184.222768;SUV
ZP47993;California;8208.92971;F;40646;103;Personal Auto;494.4;Four-Door Car
WN13366;Arizona;5595.3899;F;74454;71;Personal Auto;340.8;Four-Door Car
MK87221;Arizona;3413.6225;F;18168;87;Personal Auto;417.6;Two-Door Car
QS70017;Arizona;8738.40101;M;43597;110;Personal Auto;528;Two-Door Car
FV62588;Oregon;24967.7584;M;66825;69;Personal Auto;70.031111;Four-Door Car
IS58553;Oregon;15173.9684;F;22448;126;Personal Auto;604.8;SUV
AB78984;Oregon;11124.2063;M;42596;96;Personal Auto;42.293622;Four-Door Car
VA91846;Arizona;5577.5412;M;97868;70;Special Auto;267.786573;Two-Door Car
KM58067;California;4526.9469;F;92921;112;Personal Auto;109.28708;SUV
EL42453;Washington;2519.56949;M;41372;64;Personal Auto;307.2;Four-Door Car
TP10619;California;4892.42223;F;26660;63;Personal Auto;453.6;Two-Door Car
AH41065;Washington;18943.2689;M;58851;79;Personal Auto;494.187643;Four-Door Car
SS63511;California;8564.76822;M;95697;107;Corporate Auto;178.006524;Sports Car
OM13505;Washington;5047.48337;M;81741;64;Corporate Auto;186.448395;Four-Door Car
KI83797;Oregon;4913.1189;F;48295;63;Personal Auto;290.301553;Four-Door Car
SH60585;Nevada;5799.0637;F;65538;72;Personal Auto;261.341223;Four-Door Car
GU33167;Oregon;5568.98468;M;53997;69;Personal Auto;345.158393;Four-Door Car
BX20846;Oregon;3861.48626;F;93272;95;Personal Auto;281.110788;Four-Door Car
VK69632;California;2912.91395;F;68899;74;Personal Auto;66.103422;Two-Door Car
GG29821;Oregon;8193.55504;M;54950;103;Corporate Auto;480.578584;SUV
RN98239;California;7519.13363;M;96306;95;Personal Auto;185.355353;Four-Door Car
NE83217;Nevada;3746.0307;F;70342;96;Personal Auto;685.907341;Four-Door Car
YU72630;Arizona;2592.43779;M;72421;65;Personal Auto;312;Four-Door Car
CE41738;Oregon;2885.0025;F;77748;72;Personal Auto;7.214579;Two-Door Car
HF15113;Oregon;4883.5514;F;19096;64;Personal Auto;374.8996;Two-Door Car
WZ83320;Arizona;9061.05774;F;73876;112;Personal Auto;419.303041;Four-Door Car
US90854;Oregon;11177.752;M;20742;100;Personal Auto;455.851876;SUV
FX55357;Arizona;4364.31189;M;44804;114;Corporate Auto;778.350073;SUV
LR32149;Arizona;22940.3821;F;52993;64;Personal Auto;304.699889;Four-Door Car
UK66803;Oregon;4926.28283;F;49185;61;Corporate Auto;126.950071;Two-Door Car
VO87159;Oregon;23086.3647;F;69240;194;Personal Auto;744.769131;Luxury SUV
QK23524;Oregon;5149.3013;F;26877;131;Personal Auto;628.8;SUV
ZQ37164;Arizona;8016.74762;F;82828;67;Personal Auto;217.472776;Four-Door Car
FG47217;California;2538.85708;M;99824;63;Special Auto;302.4;Four-Door Car
FQ46354;California;10498.9264;M;30352;89;Personal Auto;146.110685;Four-Door Car
KG23128;Oregon;6057.072;M;27681;83;Personal Auto;398.4;Two-Door Car
NX34811;Nevada;8295.83744;F;85478;103;Personal Auto;224.159416;Two-Door Car
PY79729;Oregon;2786.66121;F;94310;70;Corporate Auto;430.769347;Four-Door Car
VJ64329;Oregon;25464.8205;F;13663;97;Corporate Auto;465.6;Four-Door Car
CO71312;Arizona;11469.6299;F;10384;151;Personal Auto;914.434097;SUV
VG83453;California;3557.36836;M;17272;93;Personal Auto;446.4;Two-Door Car
JD78271;Nevada;8317.30251;F;64367;104;Personal Auto;96.431061;SUV
XM69101;Oregon;7601.9511;M;47519;96;Personal Auto;245.248248;Two-Door Car
HK30754;Arizona;9426.97115;M;26263;85;Special Auto;475.159732;Two-Door Car
HS66275;California;3358.66097;F;77309;83;Personal Auto;596.320943;Two-Door Car
MB75636;Oregon;2439.93098;F;50876;61;Personal Auto;171.248196;Four-Door Car
KB35786;Oregon;4505.8501;M;20284;65;Personal Auto;532.806637;Four-Door Car
LX42787;California;2309.59639;M;22567;69;Personal Auto;496.8;Four-Door Car
SS34897;California;2541.52395;M;63546;64;Personal Auto;131.813652;Four-Door Car
OB66874;Oregon;2585.20626;F;28137;65;Personal Auto;312;Two-Door Car
LE74625;California;2961.314;M;22608;77;Personal Auto;369.6;Four-Door Car
QN60028;California;2759.97828;M;92296;69;Corporate Auto;331.2;Two-Door Car
PS43764;Washington;5169.4993;M;12430;73;Special Auto;350.4;Four-Door Car
UI80897;Washington;5552.59635;M;50470;71;Corporate Auto;377.498287;Two-Door Car
VV35420;Arizona;7285.03098;M;44788;61;Personal Auto;386.031248;Four-Door Car
RW61528;Nevada;13916.9344;F;52423;119;Corporate Auto;571.2;Four-Door Car
LT60268;Nevada;11044.4271;F;29696;139;Personal Auto;478.107847;SUV
VA77345;Oregon;3531.03917;F;26884;89;Special Auto;238.132215;Four-Door Car
WG15595;California;2759.6182;M;64388;69;Personal Auto;331.2;Two-Door Car
MM90239;Oregon;6369.26235;M;34498;83;Personal Auto;398.4;Two-Door Car
UG18431;Arizona;13083.4862;M;73060;108;Special Auto;518.4;SUV
EM29019;Arizona;8447.88816;F;61337;105;Personal Auto;2.54009;SUV
DD68171;Arizona;3527.85158;F;59496;88;Personal Auto;189.144728;Four-Door Car
PY48656;Arizona;6259.51036;F;37813;78;Corporate Auto;39.781368;Four-Door Car
AO42003;Oregon;16681.3263;F;55907;104;Corporate Auto;499.2;SUV
DK41858;Arizona;5791.61072;F;80480;72;Personal Auto;242.842607;Four-Door Car
TY20016;Oregon;7980.48863;M;72734;66;Personal Auto;195.218968;Two-Door Car
IZ79227;Arizona;2975.25654;M;36548;76;Personal Auto;547.2;Four-Door Car
HN10814;Arizona;4178.58649;M;62113;104;Personal Auto;5.894778;SUV
ZR32858;California;4315.78863;F;41252;109;Personal Auto;514.059402;SUV
FC68244;Oregon;6126.5683;M;61139;76;Personal Auto;364.8;Four-Door Car
VS86041;Arizona;2694.59909;F;26744;68;Corporate Auto;326.4;Two-Door Car
ZE82255;California;18680.9938;F;74640;66;Corporate Auto;375.514273;Four-Door Car
DA79544;Oregon;2551.34924;M;88126;64;Personal Auto;151.973156;Four-Door Car
WG33213;California;2808.07836;F;55005;70;Personal Auto;336;Four-Door Car
DP97298;California;9710.28644;M;33190;123;Personal Auto;40.950769;Sports Car
HD44279;Arizona;5090.4487;F;25226;71;Personal Auto;340.8;Four-Door Car
LS99940;California;3353.38113;F;63398;83;Personal Auto;292.206784;Four-Door Car
EY27917;Oregon;8532.98975;M;30092;108;Personal Auto;192.265438;SUV
ZJ22033;Washington;2647.51974;M;37876;69;Corporate Auto;300.056383;Four-Door Car
TZ60132;Oregon;6071.90724;F;12201;84;Corporate Auto;604.8;Four-Door Car
XG74199;Oregon;9061.76784;M;37970;115;Personal Auto;124.967415;SUV
YM74115;Nevada;2531.58676;M;28898;67;Corporate Auto;82.811346;Four-Door Car
LO48126;Oregon;2467.1298;F;23845;61;Personal Auto;292.8;Four-Door Car
NM37561;California;7408.16755;M;62810;187;Corporate Auto;32.874675;Luxury Car
HW19141;Oregon;3452.41495;F;65773;89;Corporate Auto;245.308491;Four-Door Car
YO41331;Oregon;3746.75162;F;41479;94;Personal Auto;19.575683;Two-Door Car
PB39857;California;5129.6084;M;72433;126;Personal Auto;343.139611;SUV
NW67881;Oregon;12300;M;74586;103;Personal Auto;494.4;SUV
EZ70847;Washington;19644.7629;F;67326;69;Corporate Auto;331.2;Four-Door Car
YR75102;Arizona;35900.0764;M;25285;114;Personal Auto;547.2;SUV
RS30611;Arizona;6838.76767;M;15871;89;Personal Auto;427.2;Four-Door Car
QT61438;Oregon;6519.28787;M;38795;82;Corporate Auto;393.6;Two-Door Car
MD44130;Oregon;5712.38059;M;24882;72;Corporate Auto;345.6;Two-Door Car
MS78828;Nevada;5126.5427;F;33169;128;Personal Auto;614.4;SUV
DG31826;California;4984.61865;M;86305;62;Corporate Auto;80.73124;Four-Door Car
LS92540;California;4111.19701;F;32210;103;Corporate Auto;494.4;SUV
RP92511;Nevada;11085.877;M;69090;139;Personal Auto;387.222556;Sports Car
BT20606;Arizona;5837.52808;M;83308;73;Personal Auto;419.471438;Four-Door Car
WW31823;Oregon;19190.3189;F;39034;68;Personal Auto;466.446708;Four-Door Car
MN79082;Oregon;6444.07697;M;46750;82;Corporate Auto;672.026958;Two-Door Car
ID89933;Oregon;7255.57759;F;39786;91;Personal Auto;365.835977;Four-Door Car
NM77390;Nevada;8197.71216;M;56788;108;Special Auto;579.710188;SUV
NN79124;Nevada;4554.91188;M;90156;114;Personal Auto;388.346716;SUV
DF97701;Oregon;7069.74096;F;63867;89;Corporate Auto;432.361631;Four-Door Car
EJ73184;California;4743.69452;F;83413;118;Personal Auto;134.801691;SUV
HB68898;Oregon;20239.3835;F;36116;171;Corporate Auto;158.126982;SUV
UP80657;Washington;2674.73071;M;56342;69;Corporate Auto;331.2;Four-Door Car
PR13091;Oregon;9206.42964;F;55542;117;Personal Auto;310.651386;Sports Car
YV73432;Oregon;23187.1457;M;58466;66;Personal Auto;316.8;Two-Door Car
CG90504;Oregon;4770.55091;F;12964;65;Personal Auto;362.774545;Two-Door Car
SH12501;Washington;3768.08632;M;43412;94;Personal Auto;509.722387;Two-Door Car
ZR58728;Nevada;2893.7396;M;82611;74;Personal Auto;355.2;Four-Door Car
NS57426;Arizona;11611.9458;M;28915;76;Personal Auto;364.8;Four-Door Car
HR92775;California;3226.51619;F;91774;81;Personal Auto;285.020982;Four-Door Car
DQ69331;Washington;2227.07275;M;27972;61;Personal Auto;292.8;Four-Door Car
RQ88363;California;5155.52931;F;77857;64;Personal Auto;160.62847;Four-Door Car
EH27304;California;2955.49572;F;56502;74;Personal Auto;355.2;Four-Door Car
CR37971;Oregon;3900.906;M;95018;97;Personal Auto;315.879728;Four-Door Car
KL54950;Oregon;4531.37298;M;23705;122;Personal Auto;585.6;SUV
DS75515;California;2813.30965;M;72333;70;Personal Auto;177.224451;Two-Door Car
MR13691;Arizona;6301.10247;M;47622;80;Personal Auto;305.544034;Four-Door Car
KJ41153;Oregon;8292.62672;M;79632;106;Personal Auto;344.048739;SUV
WX49215;Oregon;18534.6115;M;16154;62;Personal Auto;91.355165;Four-Door Car
CH78309;Oregon;2906.2983;M;72211;73;Personal Auto;44.912125;Four-Door Car
UF54329;California;6089.7723;M;70892;76;Corporate Auto;206.709951;Two-Door Car
CQ59706;Washington;5016.14466;F;49367;63;Personal Auto;69.230355;Four-Door Car
KP77095;Arizona;15470.5965;F;68086;194;Corporate Auto;218.342169;SUV
PP14656;Washington;5680.46746;M;90353;70;Personal Auto;72.617605;Two-Door Car
QM74025;Oregon;4582.15512;F;49558;115;Personal Auto;552;SUV
RW67951;Washington;8663.55038;M;93485;72;Personal Auto;127.104785;Four-Door Car
ED13353;Oregon;5274.2007;M;10629;74;Personal Auto;532.8;Four-Door Car
LG49010;California;2620.60171;M;10237;72;Personal Auto;253.637853;Two-Door Car
UA74474;Oregon;4515.184;F;87517;112;Corporate Auto;802.278237;Four-Door Car
AC79024;Nevada;5533.22913;M;23241;70;Personal Auto;504;Two-Door Car
SD61306;Arizona;5216.91447;M;60861;66;Personal Auto;65.425125;Four-Door Car
PF88939;Nevada;7860.08684;M;21726;104;Personal Auto;697.010998;SUV
FG64765;Arizona;5016.55307;M;36313;67;Personal Auto;300.375887;Four-Door Car
DC79319;California;3351.56704;F;29160;87;Personal Auto;417.6;Two-Door Car
WL72919;California;4974.873;F;48139;63;Personal Auto;329.494;Four-Door Car
WY23230;Oregon;6086.43174;F;13688;84;Personal Auto;403.2;Two-Door Car
BM30720;Nevada;7341.79492;F;27649;63;Personal Auto;302.4;Four-Door Car
XG92008;Arizona;3215.19699;F;24191;80;Personal Auto;103.750234;Four-Door Car
UJ31096;Oregon;5340.53547;F;58493;67;Personal Auto;321.6;Four-Door Car
GS44464;California;3644.83355;F;82477;90;Personal Auto;432;Two-Door Car
XP35430;Oregon;6382.04759;F;88663;79;Special Auto;379.2;Four-Door Car
QI51950;Nevada;4303.63788;F;74057;109;Personal Auto;523.2;SUV
ZW51790;Arizona;10426.0855;F;52342;66;Personal Auto;316.8;Two-Door Car
MY80820;California;2484.74757;M;42012;63;Corporate Auto;40.754246;Four-Door Car
NE13752;Arizona;8232.76018;M;56021;69;Personal Auto;279.51121;Four-Door Car
VL51487;California;21768.6995;M;35124;137;Personal Auto;986.4;SUV
GK24074;Arizona;3691.76524;F;37202;93;Personal Auto;322.528829;Two-Door Car
DL61016;Oregon;4940.50815;M;65985;71;Special Auto;42.43131;Four-Door Car
EV60177;California;8503.94263;F;87771;74;Personal Auto;355.2;Four-Door Car
OS96036;Arizona;41143.0901;F;63624;115;Personal Auto;306.337632;SUV
AF37776;California;10419.1674;F;80192;129;Personal Auto;200.662297;SUV
NC78961;Oregon;4139.8976;M;35945;105;Personal Auto;756;SUV
YA15471;Oregon;7627.66084;M;93004;63;Corporate Auto;205.957043;Four-Door Car
VV47792;California;25807.06;F;71210;214;Personal Auto;1027.2;Luxury Car
GE80842;Oregon;15506.927;F;99159;190;Personal Auto;912;Luxury SUV
QA93530;Nevada;5757.48939;F;81491;72;Personal Auto;61.715527;Four-Door Car
GA27295;California;39365.2961;F;99875;108;Personal Auto;114.972914;SUV
EL55611;California;5555.49215;F;51705;139;Personal Auto;545.291103;SUV
TL39050;Arizona;23893.304;F;39837;201;Corporate Auto;381.306996;Luxury SUV
ZQ96022;Oregon;9594.7811;F;31421;81;Personal Auto;388.8;Two-Door Car
OM69210;Arizona;5411.9365;M;81531;135;Personal Auto;420.434259;SUV
VU72280;California;5318.8966;F;25134;67;Corporate Auto;321.6;Four-Door Car
WC21189;California;7731.71305;F;37386;97;Corporate Auto;465.6;Four-Door Car
GB70736;Oregon;5510.96505;F;99553;68;Corporate Auto;111.586995;Four-Door Car
MF49636;Arizona;5390.2716;M;70705;69;Personal Auto;272.024652;Two-Door Car
TG29325;Nevada;2658.21772;F;22724;69;Personal Auto;9.424668;Four-Door Car
